component_id,lot_id,component_type,capacitance_uF,rated_voltage_V,test_voltage_V,test_temperature_C,time_h,dcl_uA,data_source,data_type
TAL-A-017,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.17,DEMO_SYNTHETIC,SYNTHETIC
TAL-A-017,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.92,DEMO_SYNTHETIC,SYNTHETIC
TAL-A-017,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.68,DEMO_SYNTHETIC,SYNTHETIC
TAL-A-018,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.91,DEMO_SYNTHETIC,SYNTHETIC
TAL-A-018,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.23,DEMO_SYNTHETIC,SYNTHETIC
TAL-A-018,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.04,DEMO_SYNTHETIC,SYNTHETIC
TAL-A-018,LOT-A,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.85,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-001,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.05,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-001,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.40,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-001,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.30,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-001,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-002,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.12,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-002,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.52,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-002,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.50,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-002,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.48,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-003,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.98,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-003,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.32,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-003,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.15,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-003,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.00,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-004,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-004,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,6.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-004,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,22.10,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-004,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,38.50,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-005,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.02,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-005,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.38,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-005,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.25,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-005,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.12,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-006,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.08,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-006,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.45,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-006,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.38,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-006,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.30,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-007,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.00,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-007,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.35,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-007,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-007,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.05,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-008,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.15,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-008,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,2.90,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-008,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,6.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-008,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,13.10,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-009,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.96,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-009,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.30,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-009,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.12,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-009,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.95,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-010,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.04,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-010,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.41,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-010,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.32,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-010,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.22,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-011,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.99,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-011,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.34,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-011,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.18,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-011,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.02,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-012,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.92,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-012,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.38,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-012,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.45,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-012,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,4.00,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-013,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.01,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-013,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.36,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-013,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.22,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-013,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.08,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-014,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.06,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-014,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.43,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-014,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.34,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-014,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.25,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-015,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.97,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-015,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.42,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-015,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.55,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-015,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,4.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-016,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.03,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-016,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.39,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-016,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.28,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-016,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.16,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-017,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.00,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-017,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.35,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-017,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-017,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.05,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-018,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,1.04,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-018,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.40,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-018,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.30,DEMO_SYNTHETIC,SYNTHETIC
TAL-B-018,LOT-B,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.18,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-001,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.75,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-001,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,0.98,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-001,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.55,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-001,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.12,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-002,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.78,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-002,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.02,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-002,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.62,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-002,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.22,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-003,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.72,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-003,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,0.94,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-003,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.48,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-003,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.02,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-004,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-004,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.06,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-004,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.70,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-004,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.34,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-005,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.88,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-005,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,7.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-005,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,25.10,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-005,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,44.30,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-006,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.84,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-006,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.12,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-006,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-006,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.48,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-007,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.74,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-007,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,0.96,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-007,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.52,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-007,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.08,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-008,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.85,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-008,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,2.75,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-008,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,6.40,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-008,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,11.90,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-009,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.79,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-009,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.04,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-009,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.66,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-009,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.28,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-010,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.77,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-010,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.01,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-010,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.60,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-010,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.20,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-011,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.80,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-011,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.05,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-011,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.68,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-011,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.30,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-012,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.88,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-012,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.25,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-012,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,2.15,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-012,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,3.40,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-013,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.76,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-013,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,0.99,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-013,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,96,1.56,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-013,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,168,2.15,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-014,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,0,0.81,DEMO_SYNTHETIC,SYNTHETIC
TAL-C-014,LOT-C,Solid MnO2 Tantalum Capacitor,47,25,25,125,24,1.06,DEMO_SYNTHETIC,SYNTHETIC
