component_id,lot_id,component_type,capacitance_uF,rated_voltage_V,test_voltage_V,test_temperature_C,time_h,dcl_uA,data_source,data_type
QUAL-008,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,24,1.39,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-008,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,96,2.05,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-008,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,168,2.70,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-009,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,0,1.21,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-009,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,24,1.44,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-009,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,96,2.12,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-009,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,168,2.80,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-010,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,0,1.40,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-010,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,24,4.80,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-010,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,96,14.20,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-010,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,168,24.50,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-011,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,0,1.60,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-011,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,24,15.80,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-011,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,96,48.90,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-011,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,168,88.40,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-012,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,0,1.30,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-012,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,24,3.15,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-012,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,96,6.40,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
QUAL-012,LOT-QUAL-SPACE-01,MIL-PRF-55365 Tantalum Capacitor (100uF/50V),100,50,50,125,168,9.80,MIL-PRF-55365/4_SPACE_QUAL,SPACE_QUALIFIED_REAL
